;U I T G A V E N;;;;
Datum Boeking;Soort uitgaven ;Categorie ;Hoofdrubriek ;Omschrijving factuur ;Realisatie boeking 
10-8-16;Materiële uitgaven;ICT;Aanschaf programmatuur en software;Citrix;2.265,12
10-8-16;Materiële uitgaven;ICT;Aanschaf hardware;Aanschaf hardware;8.775,00
10-8-16;Materiële uitgaven;ICT;Aanschaf hardware;Aanschaf hardware;9.416,20
11-8-16;Materiële uitgaven;ICT;Beheer en onderhoud hardware;Onderhoud hardware;13.330,97
11-8-16;Materiële uitgaven;ICT;Beheer en onderhoud hardware;Onderhoud hardware;21.175,00
1-8-16;Materiële uitgaven;ICT;Beheer en onderhoud hardware;Onderhoud hardware;38.839,00
1-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Diner medewerkers;74,20
1-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Diner afdeling;280,00
1-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Diner medewerkers;755,80
1-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Gebak;35,19
1-8-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Televisieabonnement;19,70
1-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Gebak;14,00
1-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Taart  ;26,39
11-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Bonbons;40,00
1-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Taart  ;46,10
1-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Diner afdeling;105,00
10-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Maaltijden ivm overwerk;107,50
1-8-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Maaltijden ivm overwerk;153,25
3-8-16;materiële uitgaven;Diensten en middelen;Consumptieve diensten;Catering  ;753,80
1-8-16;materiële uitgaven;Diensten en middelen;Consumptieve diensten;Creditnota Koffie;-3.096,96
1-8-16;materiële uitgaven;Diensten en middelen;Consumptieve diensten;Koffie;1.508,76
1-8-16;materiële uitgaven;Diensten en middelen;Consumptieve diensten;Koffie;6.195,92
11-8-16;Materiële uitgaven;Communicatie;Vertaaldiensten;Vertaling;4.838,89
1-8-16;Materiële uitgaven;Communicatie;Vertaaldiensten;Vertaling;5.406,89
24-8-16;materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;onderhoud;168,19
1-8-16;materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;onderhoud;565,07
3-8-16;materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Abonnement;261,00
17-8-16;materiële uitgaven;Diensten en middelen;Benodigdheden en hulpmiddelen;Kantoorbenodigdheden;1.101,10
17-8-16;materiële uitgaven;uitbesteding;Spraak- en dataverbindingen;Accu telefoon;82,35
31-8-16;materiële uitgaven;uitbesteding;Risicobeheersen;Veiligheidsapp;1.364,00
3-8-16;materiële uitgaven;ICT;Aanschaf programmatuur & software;Licensies;1.772,65
11-8-16;materiële uitgaven;ICT;Aanschaf programmatuur & software;Licensies;3.000,80
3-8-16;materiële uitgaven;ICT;Aanschaf programmatuur & software;aanschaf tokens;3.569,50
3-8-16;materiële uitgaven;ICT;Aanschaf programmatuur & software;aanschaf software;4.152,48
30-9-16;Personele uitgaven;Eigen Personeel;Salaris, vakantie- en eindejaarsuitkering;Bruto salaris september 2016;1.596.835,10
30-9-16;Personele uitgaven;Eigen Personeel;Gratificaties;Gratificaties september 2016;3.329,75
23-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;VVV bonnen medewerkers;50,00
23-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;VVV bonnen medewerkers;75,00
23-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;VVV bonnen medewerkers;100,00
23-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;VVV bonnen medewerkers;150,00
8-9-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;Aanschaf boek;189,62
23-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;VVV bonnen medewerkers;200,00
23-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;VVV bonnen medewerkers;250,00
23-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;VVV bonnen medewerkers;500,00
23-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;VVV bonnen medewerkers;550,00
23-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;VVV bonnen medewerkers;1.500,00
1-9-16;Personele uitgaven;Postactieven;Bovenwettelijke uitkering, wachtgelden;Wachtgelden;9,08
1-9-16;Personele uitgaven;Postactieven;Bovenwettelijke uitkering, wachtgelden;Wachtgelden;5.345,05
7-9-16;Personele uitgaven;Eigen Personeel;Bovenwettelijke uitkering, wachtgelden;Uitkeringen;-14.948,38
30-9-16;Personele uitgaven;Eigen Personeel;Bovenwettelijke uitkering, wachtgelden;Uitkeringen;-363,18
7-9-16;Personele uitgaven;Eigen Personeel;Bovenwettelijke uitkering, wachtgelden;Uitkeringen;1.370,99
1-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;717,41
14-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;839,69
21-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;896,77
7-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;961,95
1-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.026,08
22-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.138,37
1-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.149,98
1-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.149,98
14-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.149,98
21-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.149,98
1-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.256,46
21-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.256,46
21-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.256,46
22-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.256,46
21-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;1.587,22
14-9-16;Personele uitgaven;Externe Inhuur;Uitzendkrachten;inhuur uitzendkracht;2.029,60
21-9-16;Materiële uitgaven;uitbesteding;Evenementen en congresorganisatie;Benodigdheden intern evenement;73,10
1-9-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Hosting;78,05
14-9-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;103,26
12-9-16;Materiële uitgaven;Diensten en middelen;Documentmanagement, documentonwikkeling en -verwerking;Aanpassen rapportsjablonen;229,90
14-9-16;Personele uitgaven;externe inhuur;Accountancy, financiën en administratieve organisatie;Inhuur inkoopadvies;490,05
1-9-16;Materiële uitgaven;ICT;Beheer en onderhoud hardware;Onderhoud glasvezel;744,53
21-9-16;Personele uitgaven;externe inhuur;Accountancy, financiën en administratieve organisatie;Inhuur inkoopadvies;1.064,80
1-9-16;Materiële uitgaven;ICT;Aanschaf programmatuur en software;aanschaf software;1.090,21
12-9-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Advieskosten ICT;1.205,16
1-9-16;Personele uitgaven;Externe Inhuur;Accountancy, financiën en administratieve organisatie;Inhuur tbv onderzoeksrapport;1.376,38
1-9-16;Personele uitgaven;Externe Inhuur;Advisering opdrachtgevers over automatiseringsvraagstukken;Inhuur advisering ICT aanschaf;1.585,10
1-9-16;Materiële uitgaven;ICT;Aanschaf programmatuur en software;aanschaf software;1.887,60
14-9-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;3.267,00
14-9-16;Materiële uitgaven;uitbesteding;Evenementen en congresorganisatie;Intern evenement;3.448,50
14-9-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;4.059,14
1-9-16;Personele uitgaven;externe inhuur;Juridisch advies;Inhuur juridisch advies;4.498,37
14-9-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;5.907,16
1-9-16;Personele uitgaven;externe inhuur;Organisatie- en formatieadvies;Inhuur Organisatie- en formatieadvies;5.962,88
14-9-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;6.231,56
1-9-16;Materiële uitgaven;uitbesteding;Evenementen en congresorganisatie;Intern evenement;6.552,39
14-9-16;Materiële uitgaven;uitbesteding;Aan externe partij uitbestede ICT-dienstverlening;Inhuur ICT advies;8.324,80
12-9-16;Materiële uitgaven;uitbesteding;Evenementen en congresorganisatie;Intern evenement;9.828,59
7-9-16;Materiële uitgaven;Bijdrage SSO;Bijdrage SSO;Bijdrage Shared Services;10.789,00
7-9-16;Personele uitgaven;Eigen Personeel;Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ;BHV artikelen;8,41
7-9-16;Personele uitgaven;Eigen Personeel;Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ;BHV artikelen;16,94
12-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;vakinhoudelijke opleiding;29,95
14-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;Hotelkosten opleiding;65,00
1-9-16;Materiële uitgaven;Communicatie;Vakliteratuur, abonnementen en overige informatie;aanschaf boek;75,00
7-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;vakinhoudelijke opleiding;150,00
1-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;seminar;190,00
26-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;congres;250,00
12-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;studieboeken;305,00
1-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;Trainingen;332,00
14-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;Persoonlijke ontwikkeling;363,00
1-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;Training;495,00
1-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;congres;1.980,00
1-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;opleiding;2.750,00
1-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;opleiding;2.840,00
1-9-16;Personele uitgaven;Eigen Personeel;Studie en opleiding;opleiding;12.250,00
7-9-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;hotelkosten;158,99
30-9-16;Personele uitgaven;Eigen personeel;Reis- en verblijfkosten;Reiskosten binnenland;2.130,66
26-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Heisessie ;154,25
1-9-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;872,35
1-9-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;872,79
1-9-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;901,10
1-9-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;2.216,90
21-9-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;2.985,04
1-9-16;Materiële uitgaven;Vervoer- en verblijfkosten;Verblijf extern;Externe accommodatie;7.286,00
30-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Creditnota buitenlandse dienstreis Tanzania;-1.787,90
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Creditnota buitenlandse dienstreis Noorwegen;-10,20
8-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis België;115,00
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Noorwegen;164,79
14-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Engeland;241,57
12-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Engeland;241,79
12-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Engeland;241,79
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Noorwegen;254,53
12-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Servië;271,66
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Engeland;288,56
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Engeland;288,56
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Denemarken;291,39
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Denemarken;291,39
14-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis België;299,80
14-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Engeland;303,78
14-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis België;313,80
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Frankrijk;343,00
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Frankrijk;343,00
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Noorwegen;501,51
1-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis ;532,00
20-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Bulgarije;592,52
8-9-16;Personele uitgaven;Eigen Personeel;Reis- en verblijfkosten;Buitenlandse dienstreis Indonesië;810,23
26-9-16;Personele uitgaven;Eigen Personeel;Onkostenvergoedingen waaronder Woon-werkverkeer;Onkostenvergoeding woon-werkverkeer;23,00
26-9-16;Personele uitgaven;Eigen Personeel;Onkostenvergoedingen waaronder Woon-werkverkeer;Onkostenvergoeding woon-werkverkeer;55,44
1-9-16;personele uitgaven;Eigen Personeel;Personeelsevenementen, - bijeenkomsten en recepties;Afscheidsreceptie;393,22
1-9-16;personele uitgaven;Eigen Personeel;Onkostenvergoedingen waaronder woon-werkverkeer;Onkostenvergoeding internetaansluiting;62,50
1-9-16;Personele uitgaven;Eigen personeel;Onkostenvergoedingen waaronder woon-werkverkeer;Abonnement Internet medewerker;84,49
7-9-16;personele uitgaven;Eigen Personeel;Personeelsevenementen, - bijeenkomsten en recepties;Benodigdheden tbv afscheidsreceptie;18,09
1-9-16;personele uitgaven;Eigen Personeel;Personeelsevenementen, - bijeenkomsten en recepties;Activiteiten ihkv afscheid medewerker;176,20
1-9-16;personele uitgaven;Eigen Personeel;Personeelsevenementen, - bijeenkomsten en recepties;Afscheidsborrel;259,20
14-9-16;personele uitgaven;Eigen Personeel;Personeelsevenementen, - bijeenkomsten en recepties;Afscheidsdiner;765,00
1-9-16;personele uitgaven;Eigen Personeel;Personeelsevenementen, - bijeenkomsten en recepties;Afscheidsreceptie;1.651,50
1-9-16;Personele uitgaven;Eigen Personeel;Representatie voor eigen personeel;Ijs tbv medewerkers;376,30
1-9-16;Personele uitgaven;Eigen personeel;Instroom, doorstroom en uitstroom van personeel;Vacatureplaatsingen;5.130,49
12-9-16;Personele uitgaven;Eigen Personeel;Instroom, doorstroom en uitstroom van personeel;VOG;41,35
21-9-16;Personele uitgaven;Eigen Personeel;Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ;Aanschaf computerbril;99,00
1-9-16;Personele uitgaven;Eigen Personeel;Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ;Aanschaf computerbril;309,00
22-9-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;Elektriciteit;238,37
21-9-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;Water;2.251,53
21-9-16;Materiële uitgaven;Huisvesting;Verbruik van energie en water;Warmelevering;3.384,15
29-9-16;Materiële uitgaven;huisvesting;Verhuizen;Opslag  ;186,05
12-9-16;Materiële uitgaven;huisvesting;Verhuizen;Opslag  ;885,47
23-9-16;Materiële uitgaven;uitbesteding;Inrichting van Gebouwen;Aanschaf kantoorbenodigdheden;35,91
21-9-16;Materiële uitgaven;uitbesteding;Inrichting van Gebouwen;Onderhoud;109,05
26-9-16;Materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;Onderhoud;121,00
1-9-16;Materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;Onderhoud;136,49
12-9-16;Materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;Onderhoud;151,25
1-9-16;Materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;Onderhoud;233,87
7-9-16;Materiële uitgaven;Diensten en middelen;Schoonmaken;Schoonmaakkosten;342,43
14-9-16;Personele uitgaven;Eigen Personeel;Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ;BHV artikelen;456,85
21-9-16;Materiële uitgaven;uitbesteding;Inrichting van Gebouwen;Onderhoud;523,78
1-9-16;Materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;Onderhoud;643,72
1-9-16;Materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;Onderhoud;759,94
14-9-16;Materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;Onderhoud;796,66
14-9-16;Materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;Onderhoud;3.018,72
1-9-16;Materiële uitgaven;Diensten en middelen;Inrichting van Gebouwen;Onderhoud;5.164,89
21-9-16;Materiële uitgaven;uitbesteding;Afvalzorgmanagement;creditnota afvalverwerking;-78,43
1-9-16;Materiële uitgaven;Diensten en middelen;Afvalzorgmanagement;Afvalverwerking;36,23
21-9-16;Materiële uitgaven;Diensten en middelen;Afvalzorgmanagement;Afvalverwerking;36,23
21-9-16;Materiële uitgaven;uitbesteding;Afvalzorgmanagement;Afvalverwerking;38,47
1-9-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaakkosten;113,92
21-9-16;Materiële uitgaven;uitbesteding;Afvalzorgmanagement;Afvalverwerking;140,05
14-9-16;Materiële uitgaven;Diensten en middelen;Schoonmaken;Schoonmaakkosten;517,77
21-9-16;materiële uitgaven;diensten en middelen;Inrichting van Gebouwen;meubilair;815,88
14-9-16;Materiële uitgaven;Diensten en middelen;Afvalzorgmanagement;Afvalverwerking;918,70
26-9-16;Materiële uitgaven;uitbesteding;Schoonmaken;Schoonmaakkosten;7.964,81
7-9-16;Materiële uitgaven;Diensten en middelen;Risicobeheersen;Beveiliging;174,24
7-9-16;Materiële uitgaven;Diensten en middelen;Risicobeheersen;Beveiliging;3.089,72
7-9-16;Materiële uitgaven;Diensten en middelen;Risicobeheersen;Beveiliging;3.257,04
14-9-16;Materiële uitgaven;bijdrage sso;Post-, Koeriers- en transportdiensten;Koerierkosten;89,06
14-9-16;Materiële uitgaven;bijdrage sso;Post-, Koeriers- en transportdiensten;Koerierkosten;392,78
14-9-16;Materiële uitgaven;bijdrage sso;Post-, Koeriers- en transportdiensten;Koerierkosten;400,77
14-9-16;Materiële uitgaven;bijdrage sso;Post-, Koeriers- en transportdiensten;Koerierkosten;618,51
